id,fish_name,betta_tail_type,number_of_colours,fish_length,origin,scale_cleanliness,fin_condition,competition_status
5746,Ev,Plakat,4,6.53,Indonesia,4.62,Poor,Lose
5747,Conrad,Crown,5,6.31,Vietnam,75.71,Excellent,Win
5748,Kasey,Plakat,3,6.0,India,80.45,Untidy,Win
5749,Darlene,Halfmoon,5,5.39,Thailand,62.12,Good,Win
5750,Amalie,Halfmoon,1,4.26,India,3.54,Untidy,Lose
5751,Jennee,Plakat,3,6.37,Vietnam,84.71,Good,Win
5752,Rosamond,Spade,3,6.03,Vietnam,97.31,Excellent,Win
5753,Penelopa,Crown,1,6.4,Thailand,78.3,Good,Lose
5754,Ardelle,Plakat,5,5.34,Thailand,4.16,Good,Lose
5755,Tally,Rose,4,4.88,Vietnam,73.49,Excellent,Win
5756,Gretna,Rose,3,4.39,Thailand,34.27,Good,Lose
5757,Brok,Spade,1,4.73,Indonesia,53.58,Poor,Lose
5758,Dallis,Crown,1,6.24,Vietnam,78.43,Excellent,Win
5759,Josey,Crown,2,5.25,Indonesia,86.21,Good,Win
5760,Harlene,Halfmoon,4,3.67,India,43.87,Excellent,Win
5761,Buffy,Plakat,2,6.77,Vietnam,78.42,Excellent,Win
5762,Cynthie,Spade,4,4.73,Vietnam,0.2,Untidy,Lose
5763,Koressa,Crown,1,4.76,Thailand,47.48,Good,Win
5764,Xenos,Plakat,3,6.41,Thailand,75.6,Good,Win
5765,Dick,Plakat,4,4.05,India,3.31,Poor,Lose
5766,Shannan,Spade,4,6.69,India,82.18,Untidy,Win
5767,Pegeen,Halfmoon,5,4.93,India,58.73,Poor,Lose
5768,Hammad,Halfmoon,4,3.98,Thailand,45.23,Excellent,Win
5769,Connie,Rose,1,5.8,Thailand,64.52,Excellent,Win
5770,Duncan,Crown,2,5.12,Thailand,54.84,Good,Win
5771,Madge,Spade,5,4.83,India,25.36,Untidy,Lose
5772,Shellysheldon,Rose,1,4.45,India,5.73,Poor,Lose
5773,Holly,Spade,2,4.64,Vietnam,10.56,Poor,Lose
5774,Gaylord,Crown,3,4.87,Vietnam,83.32,Good,Win
5775,Michel,Rose,1,4.04,Indonesia,12.12,Untidy,Lose
5776,Perice,Crown,3,4.86,Thailand,67.52,Good,Win
5777,Stanislaus,Spade,5,4.84,Indonesia,85.06,Good,Win
5778,Mignonne,Plakat,5,3.93,Vietnam,42.52,Good,Win
5779,Edsel,Rose,4,6.64,Indonesia,22.09,Poor,Lose
5780,Rene,Crown,3,4.36,Thailand,41.77,Excellent,Win
5781,Jay,Rose,1,5.73,Thailand,60.61,Excellent,Win
5782,Tristan,Plakat,5,4.63,India,22.39,Untidy,Lose
5783,Law,Rose,2,6.83,India,20.41,Untidy,Lose
5784,Thebault,Spade,4,4.58,Thailand,26.87,Poor,Lose
5785,Kean,Crown,3,6.47,Vietnam,40.15,Untidy,Win
5786,Fidole,Rose,4,5.28,Vietnam,77.44,Good,Win
5787,Crin,Halfmoon,4,5.01,Thailand,93.5,Good,Win
5788,Baxter,Crown,2,5.31,Thailand,4.17,Poor,Win
5789,Blondy,Spade,2,4.28,India,22.93,Poor,Lose
5790,Cecil,Spade,4,6.51,India,12.93,Poor,Lose
5791,Kirby,Rose,2,6.55,Thailand,66.25,Good,Win
5792,Mersey,Plakat,5,6.4,Vietnam,13.08,Untidy,Lose
5793,Dannel,Plakat,3,5.72,Thailand,62.11,Excellent,Win
5794,Tybie,Halfmoon,2,6.44,Vietnam,84.05,Good,Win
5795,Myrtice,Plakat,3,6.77,India,8.21,Untidy,Lose
5796,Malinde,Plakat,2,6.08,Vietnam,64.56,Excellent,Win
5797,Ginni,Crown,4,4.68,India,17.41,Poor,Lose
5798,Enrique,Plakat,2,5.34,Thailand,67.96,Excellent,Win
5799,Astra,Crown,1,5.06,Vietnam,94.1,Good,Win
5800,Cyrillus,Crown,2,3.79,India,12.49,Good,Lose
5801,Jo,Plakat,5,5.37,Thailand,71.67,Good,Win
5802,Gwenore,Crown,3,6.91,India,24.18,Poor,Lose
5803,Davida,Spade,4,7.07,Vietnam,47.22,Good,Lose
5804,Libbey,Plakat,2,5.69,Vietnam,79.34,Excellent,Win
5805,Ailee,Crown,5,6.21,Thailand,51.26,Excellent,Win
5806,Vilhelmina,Plakat,4,3.5,India,60.3,Untidy,Win
5807,Alta,Halfmoon,5,4.97,Thailand,56.05,Excellent,Win
5808,Benjy,Halfmoon,1,3.61,India,28.92,Untidy,Lose
5809,Cletis,Crown,5,4.8,Thailand,58.79,Good,Lose
5810,Natty,Spade,2,4.16,Indonesia,24.83,Poor,Lose
5811,Brice,Spade,1,5.63,India,56.49,Untidy,Lose
5812,Aylmar,Halfmoon,1,4.36,Vietnam,43.11,Untidy,Win
5813,Theresa,Plakat,1,6.6,India,13.31,Untidy,Lose
5814,Sheffy,Plakat,3,6.58,Indonesia,13.31,Untidy,Lose
5815,Jolie,Spade,2,6.74,India,37.98,Poor,Lose
5816,Coreen,Plakat,3,5.51,Thailand,84.93,Good,Win
5817,Roxy,Crown,1,3.78,Indonesia,9.28,Excellent,Lose
5818,Salaidh,Halfmoon,5,6.97,India,22.64,Poor,Lose
5819,De witt,Halfmoon,3,4.0,Thailand,21.91,Untidy,Lose
5820,Kylynn,Halfmoon,1,3.84,India,19.36,Untidy,Lose
5821,Frankie,Rose,3,4.67,Thailand,78.21,Excellent,Win
5822,Greggory,Crown,5,3.7,India,50.99,Untidy,Lose
5823,Portia,Halfmoon,3,4.57,Vietnam,87.58,Good,Win
5824,Gradeigh,Crown,4,6.61,Indonesia,12.93,Untidy,Lose
5825,Fawn,Spade,4,6.37,India,71.97,Excellent,Win
5826,Lenci,Crown,2,6.57,India,45.96,Untidy,Lose
5827,Mitchel,Halfmoon,2,5.76,Thailand,71.26,Excellent,Win
5828,Dilly,Rose,1,6.36,Vietnam,64.24,Good,Win
5829,Tedman,Plakat,2,4.67,Indonesia,9.85,Untidy,Lose
5830,Nick,Halfmoon,3,6.33,Vietnam,0.92,Untidy,Lose
5831,Geralda,Spade,2,6.64,India,66.98,Poor,Win
5832,Ramona,Spade,3,4.57,Vietnam,1.47,Untidy,Lose
5833,Portia,Rose,5,6.85,Indonesia,67.15,Untidy,Win
5834,Ester,Spade,5,5.61,Vietnam,58.04,Excellent,Win
5835,Frasier,Crown,4,4.81,Indonesia,15.01,Untidy,Lose
5836,Elvin,Plakat,3,4.54,India,4.08,Poor,Lose
5837,Basilius,Rose,5,4.19,India,2.11,Untidy,Lose
5838,Fidelio,Spade,1,4.12,Thailand,23.6,Untidy,Lose
5839,Jephthah,Halfmoon,1,3.87,Indonesia,22.31,Untidy,Lose
5840,Jennifer,Crown,4,3.73,India,21.22,Good,Lose
5841,Reinald,Halfmoon,1,3.75,Vietnam,32.35,Untidy,Win
5842,Enrika,Plakat,3,3.6,Thailand,19.69,Untidy,Win
5843,Silvie,Halfmoon,4,4.39,Indonesia,23.03,Untidy,Lose
5844,Leroi,Spade,2,5.91,Indonesia,59.19,Untidy,Win
5845,Beverly,Rose,1,5.79,Thailand,15.49,Untidy,Lose
5846,Sloane,Spade,2,5.62,Indonesia,62.69,Excellent,Win
5847,Corinna,Crown,3,4.69,Vietnam,55.83,Untidy,Win
5848,Luciano,Halfmoon,2,6.24,Thailand,65.61,Poor,Win
5849,Ivett,Halfmoon,2,6.7,India,10.54,Poor,Lose
5850,Ambrose,Halfmoon,3,6.54,Thailand,1.19,Excellent,Win
5851,Larissa,Halfmoon,2,4.84,Indonesia,8.35,Untidy,Lose
5852,Fionnula,Halfmoon,2,3.71,Vietnam,81.34,Good,Lose
5853,Giffard,Rose,5,6.71,Indonesia,15.61,Untidy,Lose
5854,Sondra,Plakat,2,6.22,Vietnam,63.21,Excellent,Win
5855,Lark,Halfmoon,4,4.52,Indonesia,50.55,Good,Win
5856,Miner,Plakat,5,6.42,India,22.58,Untidy,Lose
5857,Rosemaria,Rose,1,4.38,India,15.9,Untidy,Lose
5858,Emmit,Crown,3,4.13,India,12.83,Good,Lose
5859,Zondra,Crown,1,4.77,Thailand,78.73,Good,Win
5860,Gayle,Plakat,2,6.69,Indonesia,2.13,Untidy,Lose
5861,Cad,Plakat,2,3.68,Indonesia,27.43,Untidy,Lose
5862,Chaunce,Spade,3,3.83,India,35.91,Untidy,Lose
5863,Rosemary,Halfmoon,2,6.68,Indonesia,23.32,Poor,Lose
5864,Lu,Crown,5,5.24,Thailand,62.28,Excellent,Win
5865,Morse,Crown,4,3.57,Indonesia,14.73,Untidy,Lose
5866,Isaak,Plakat,5,5.21,Thailand,93.91,Good,Win
5867,Mackenzie,Plakat,4,6.46,Thailand,37.29,Excellent,Lose
5868,Flem,Rose,3,6.5,Vietnam,54.4,Good,Win
5869,Lyndsay,Plakat,4,6.46,India,69.87,Untidy,Win
5870,Judas,Rose,5,3.84,Thailand,44.8,Excellent,Win
5871,Stuart,Halfmoon,5,6.74,India,21.33,Poor,Lose
5872,Lane,Crown,4,4.96,Thailand,50.68,Excellent,Win
5873,Harland,Halfmoon,1,3.93,Indonesia,13.39,Poor,Lose
5874,Kimbra,Halfmoon,1,4.9,India,98.75,Excellent,Win
5875,Sallie,Halfmoon,1,6.26,Indonesia,0.58,Poor,Win
5876,Neilla,Crown,4,4.04,Thailand,47.06,Excellent,Lose
5877,Ad,Halfmoon,5,4.9,Thailand,49.27,Poor,Win
5878,Bonnie,Plakat,4,4.97,Thailand,35.34,Excellent,Win
5879,Betteanne,Spade,1,6.29,Vietnam,64.22,Excellent,Win
5880,Norrie,Rose,3,6.86,Indonesia,19.92,Poor,Lose
5881,Erik,Halfmoon,5,4.57,Thailand,79.64,Good,Win
5882,Gabie,Spade,1,6.28,Vietnam,86.86,Good,Win
5883,Bette,Rose,2,4.41,Indonesia,20.9,Good,Lose
5884,Leigha,Halfmoon,4,5.79,Thailand,78.97,Excellent,Win
5885,Candace,Crown,3,4.38,Indonesia,19.07,Untidy,Lose
5886,Arch,Plakat,3,3.98,India,32.4,Poor,Lose
5887,Dulsea,Rose,2,4.03,India,46.55,Poor,Lose
5888,Augustina,Plakat,3,7.08,India,46.86,Poor,Lose
5889,Rea,Halfmoon,1,6.44,Thailand,60.44,Good,Win
5890,Melodie,Spade,3,4.64,Indonesia,93.03,Good,Win
5891,Justino,Crown,5,3.64,Vietnam,18.06,Good,Lose
5892,Adorne,Crown,5,3.75,India,20.73,Poor,Lose
5893,Lizabeth,Spade,3,5.0,Thailand,98.57,Untidy,Lose
5894,Carey,Spade,4,6.74,Thailand,82.53,Good,Win
5895,Sharona,Rose,3,6.67,Thailand,80.18,Excellent,Win
5896,Sheffy,Spade,3,6.5,Vietnam,89.01,Excellent,Win
5897,Dora,Crown,5,5.18,Thailand,80.16,Good,Win
5898,Stefano,Halfmoon,2,6.5,Vietnam,79.9,Excellent,Win
5899,Noland,Plakat,1,4.94,India,70.66,Untidy,Win
5900,Cybill,Crown,4,3.81,Indonesia,28.98,Poor,Lose
5901,Palm,Crown,1,4.87,India,31.58,Poor,Lose
5902,Jerrie,Halfmoon,3,5.88,Thailand,53.69,Good,Win
5903,Archibaldo,Plakat,1,4.43,Thailand,55.72,Excellent,Win
5904,Augustin,Crown,3,3.95,India,6.97,Untidy,Lose
5905,Aprilette,Plakat,3,6.28,Vietnam,71.37,Excellent,Win
5906,Colin,Crown,3,3.82,Vietnam,40.68,Excellent,Win
5907,Mariska,Plakat,5,4.11,India,9.75,Poor,Lose
5908,Dave,Crown,1,6.75,India,47.07,Untidy,Lose
5909,Colly,Halfmoon,4,4.02,India,15.47,Untidy,Lose
5910,Prudy,Halfmoon,5,4.48,Indonesia,22.42,Untidy,Lose
5911,Beck,Plakat,4,6.45,India,19.44,Poor,Win
5912,Marlow,Spade,1,6.52,Thailand,8.32,Poor,Lose
5913,Lucinda,Crown,5,6.46,India,31.0,Good,Lose
5914,Seline,Rose,3,6.91,Indonesia,13.6,Poor,Lose
5915,Milena,Halfmoon,5,3.99,Indonesia,19.05,Poor,Lose
5916,Shaughn,Rose,4,4.11,Vietnam,5.81,Excellent,Lose
5917,Gilberta,Halfmoon,3,5.84,Vietnam,60.36,Excellent,Win
5918,Axe,Halfmoon,2,5.82,Thailand,28.58,Good,Win
5919,Ludwig,Plakat,3,4.05,Thailand,52.58,Untidy,Win
5920,Afton,Crown,4,3.94,India,7.73,Untidy,Lose
5921,Zacharia,Crown,5,6.68,Thailand,73.73,Good,Win
5922,Godfry,Plakat,3,5.53,Vietnam,78.65,Excellent,Win
5923,Arliene,Crown,2,6.77,Indonesia,16.11,Untidy,Lose
5924,Derk,Rose,2,3.98,Thailand,38.9,Excellent,Win
5925,Jens,Rose,2,5.83,Vietnam,57.9,Excellent,Win
5926,Wilfrid,Crown,4,3.57,Vietnam,36.86,Poor,Lose
5927,Bart,Crown,1,5.98,Indonesia,60.73,Good,Win
5928,Drake,Plakat,5,6.25,Vietnam,20.51,Poor,Lose
5929,Tadd,Spade,2,5.18,Thailand,84.97,Good,Win
5930,Elva,Rose,1,6.45,India,64.51,Excellent,Win
5931,Sybil,Plakat,2,5.28,Thailand,55.55,Good,Win
5932,Cookie,Plakat,1,6.37,Vietnam,61.14,Excellent,Win
5933,Jessica,Halfmoon,3,6.62,Vietnam,71.84,Excellent,Win
5934,Phillida,Rose,2,5.9,Vietnam,74.37,Good,Win
5935,Mia,Crown,1,6.35,Vietnam,46.2,Poor,Win
5936,Eda,Halfmoon,4,6.37,India,9.76,Poor,Lose
5937,Jeralee,Halfmoon,1,5.83,Thailand,67.51,Excellent,Win
5938,Wilfred,Plakat,4,4.63,India,19.61,Poor,Lose
5939,Cassi,Crown,1,4.39,Indonesia,52.52,Untidy,Lose
5940,Maxwell,Plakat,1,4.26,Indonesia,50.25,Untidy,Lose
5941,Johnette,Rose,1,6.08,Thailand,71.68,Good,Win
5942,Gualterio,Plakat,5,4.73,Thailand,32.13,Excellent,Win
5943,Carley,Halfmoon,4,3.93,Thailand,40.51,Good,Win
5944,Jesus,Spade,5,6.84,Thailand,63.72,Excellent,Lose
5945,Flory,Crown,5,4.5,India,23.32,Poor,Lose
5946,Max,Rose,2,4.8,Indonesia,24.86,Excellent,Lose
5947,Toddy,Halfmoon,3,4.12,Thailand,30.52,Good,Win
5948,Herbie,Halfmoon,4,3.81,Thailand,31.97,Excellent,Win
5949,Coop,Plakat,3,6.7,Thailand,82.64,Excellent,Win
5950,Jena,Crown,4,6.39,India,19.53,Poor,Lose
5951,Sutherland,Spade,3,6.48,Vietnam,58.03,Excellent,Win
5952,Jo ann,Plakat,3,3.65,India,16.95,Untidy,Lose
5953,Ardisj,Rose,5,6.27,Thailand,75.8,Good,Win
5954,Antonio,Halfmoon,1,3.75,Indonesia,32.21,Untidy,Lose
5955,Ginni,Spade,5,4.65,India,0.45,Untidy,Lose
5956,Rip,Spade,5,4.18,Thailand,43.46,Poor,Lose
5957,Thalia,Rose,1,6.4,Thailand,79.18,Untidy,Win
5958,Gifford,Halfmoon,2,3.86,India,43.65,Excellent,Win
5959,Vanda,Plakat,4,4.93,Thailand,55.39,Good,Win
5960,Philippe,Spade,5,6.32,India,15.49,Poor,Lose
5961,Moyra,Halfmoon,3,6.51,Thailand,57.32,Good,Win
5962,Dede,Spade,4,5.92,India,29.46,Poor,Lose
5963,Melinda,Plakat,3,4.0,Vietnam,12.09,Untidy,Lose
5964,Zitella,Spade,2,5.23,Thailand,87.87,Excellent,Win
5965,Greg,Halfmoon,3,4.82,Thailand,60.38,Good,Win
5966,Claudio,Halfmoon,4,5.18,Thailand,93.44,Good,Win
5967,Maxi,Plakat,5,6.13,Indonesia,9.58,Poor,Lose
5968,Winfield,Halfmoon,2,6.94,Thailand,22.36,Untidy,Lose
5969,Erhard,Rose,1,5.5,Vietnam,70.24,Good,Win
5970,Ludwig,Rose,3,4.87,Indonesia,29.36,Untidy,Lose
5971,Gunar,Crown,5,6.94,India,12.55,Poor,Lose
5972,Gwenette,Halfmoon,3,4.41,Vietnam,73.51,Untidy,Win
5973,Kenton,Spade,2,5.26,Thailand,83.86,Good,Win
5974,Kipp,Crown,2,4.74,India,43.64,Untidy,Win
5975,Susana,Spade,1,4.31,Indonesia,0.95,Untidy,Lose
5976,Lilia,Rose,3,4.81,Thailand,48.96,Excellent,Win
5977,Quinton,Crown,3,4.08,India,6.91,Untidy,Lose
5978,Dory,Spade,2,5.81,Thailand,56.2,Poor,Win
5979,Kacie,Crown,2,5.63,Thailand,79.17,Good,Win
5980,Gretel,Plakat,4,6.62,Indonesia,74.53,Excellent,Win
5981,Remus,Rose,3,4.71,Thailand,58.25,Poor,Win
5982,Shani,Rose,1,4.2,Indonesia,21.07,Untidy,Lose
5983,Mella,Halfmoon,5,4.79,Vietnam,69.22,Excellent,Win
5984,Oriana,Plakat,5,6.43,Indonesia,8.08,Untidy,Lose
5985,Deena,Crown,2,6.22,India,72.71,Excellent,Lose
5986,Agnella,Spade,5,5.21,Vietnam,64.94,Excellent,Win
5987,Tremaine,Spade,2,4.88,Thailand,44.7,Good,Win
5988,Paige,Halfmoon,3,4.81,Vietnam,78.66,Good,Win
5989,Sonni,Rose,5,6.39,Thailand,86.46,Untidy,Win
5990,Marcile,Plakat,5,5.69,Vietnam,75.88,Untidy,Win
5991,Margarette,Crown,3,4.17,India,23.31,Untidy,Lose
5992,Merle,Crown,2,4.64,Indonesia,23.64,Untidy,Lose
5993,Jenifer,Plakat,5,6.54,Thailand,63.97,Excellent,Win
5994,Merridie,Halfmoon,2,6.08,Vietnam,58.27,Excellent,Win
5995,Thorvald,Crown,2,4.79,India,11.95,Poor,Lose
5996,Shayla,Spade,4,6.45,Thailand,66.78,Good,Win
5997,Cory,Rose,5,5.41,Indonesia,87.82,Good,Win
5998,Cammie,Plakat,1,4.08,Vietnam,55.11,Good,Win
5999,Teressa,Halfmoon,4,4.26,India,57.48,Poor,Win
6000,Roy,Rose,2,6.3,India,7.45,Untidy,Lose
6001,See,Halfmoon,4,6.79,Thailand,50.58,Good,Win
6002,Damon,Spade,2,3.7,India,12.45,Untidy,Lose
6003,Meridith,Crown,2,5.94,Indonesia,0.19,Poor,Lose
6004,Vitoria,Plakat,2,6.0,Vietnam,50.77,Excellent,Win
6005,Halley,Rose,2,3.98,India,13.92,Poor,Lose
6006,Stanwood,Plakat,4,3.56,India,29.87,Untidy,Lose
6007,Tedmund,Crown,1,6.49,India,48.0,Untidy,Lose
6008,Ingar,Plakat,2,6.46,Vietnam,59.87,Good,Win
6009,Mandel,Plakat,5,5.54,Thailand,59.16,Good,Win
6010,Dolli,Plakat,4,6.77,Indonesia,15.62,Poor,Win
6011,Del,Spade,5,5.45,Indonesia,89.79,Excellent,Win
6012,Bennie,Crown,5,6.72,Thailand,57.08,Excellent,Lose
6013,Shane,Rose,2,6.21,India,10.96,Untidy,Lose
6014,Chelsey,Crown,3,6.91,India,4.77,Poor,Lose
6015,Alard,Plakat,2,5.74,Thailand,81.17,Excellent,Win
6016,Roman,Rose,3,6.98,Indonesia,29.46,Untidy,Lose
6017,Herta,Crown,4,6.42,Indonesia,64.74,Excellent,Win
6018,Gray,Crown,5,6.02,India,79.34,Untidy,Lose
6019,Iggy,Spade,5,4.84,Vietnam,95.42,Excellent,Win
6020,Chet,Plakat,5,4.5,Indonesia,36.94,Excellent,Lose
6021,Lay,Halfmoon,3,6.69,Thailand,76.98,Excellent,Win
6022,Tiphani,Plakat,5,5.33,Vietnam,89.79,Excellent,Lose
6023,Denna,Rose,3,4.46,India,29.64,Untidy,Lose
6024,Samantha,Plakat,4,4.67,Thailand,47.36,Excellent,Win
6025,Barr,Plakat,4,3.84,India,96.35,Poor,Win
6026,Jo,Halfmoon,2,3.92,India,1.82,Poor,Win
6027,Sammy,Spade,3,6.95,Vietnam,37.04,Untidy,Win
6028,Christoffer,Crown,4,6.38,India,10.45,Untidy,Lose
6029,Cornelia,Rose,4,4.64,India,34.58,Untidy,Win
6030,Mariejeanne,Plakat,5,3.64,Thailand,19.03,Untidy,Win
6031,Tom,Spade,5,7.07,India,4.55,Good,Lose
6032,Malva,Rose,2,5.76,Thailand,61.48,Excellent,Lose
6033,Bobby,Crown,2,6.45,India,20.06,Untidy,Lose
6034,Stormie,Crown,5,6.41,Vietnam,14.3,Untidy,Lose
6035,Devlin,Spade,1,4.05,India,21.53,Poor,Lose
6036,Ganny,Rose,3,5.45,Vietnam,74.86,Good,Win
6037,Lindsay,Plakat,2,4.61,Thailand,59.99,Excellent,Win
6038,Quintana,Rose,1,5.22,Thailand,90.59,Good,Win
6039,Gherardo,Crown,2,3.83,India,29.47,Excellent,Lose
6040,Brittney,Spade,2,6.87,Indonesia,43.11,Untidy,Lose
6041,Cristy,Halfmoon,2,4.06,Vietnam,44.4,Good,Win
6042,Eben,Rose,5,4.83,Thailand,30.18,Excellent,Win
6043,Joelynn,Spade,4,4.8,India,88.85,Excellent,Win
6044,Kevin,Rose,2,4.24,India,5.85,Poor,Lose
6045,Gregg,Halfmoon,2,3.98,India,13.59,Untidy,Lose
6046,Kristin,Crown,4,4.37,Thailand,34.63,Excellent,Win
6047,Ernesta,Rose,4,6.55,Indonesia,80.02,Good,Win
6048,Hoebart,Rose,4,6.39,India,48.94,Poor,Lose
6049,Cly,Rose,1,4.71,Indonesia,23.15,Untidy,Lose
6050,Jeane,Crown,2,5.84,Vietnam,72.21,Good,Win
6051,Lyman,Plakat,1,6.81,India,6.16,Good,Lose
6052,Osbourne,Crown,1,6.79,Indonesia,10.71,Poor,Lose
6053,Ivie,Crown,2,6.85,Thailand,56.69,Excellent,Lose
6054,Nanny,Halfmoon,2,7.05,India,6.54,Untidy,Lose
6055,Stoddard,Rose,5,7.09,Indonesia,26.94,Poor,Lose
6056,Josephina,Spade,4,5.0,Thailand,43.24,Excellent,Win
6057,Jessalyn,Spade,2,3.88,Indonesia,51.11,Untidy,Lose
6058,Hailey,Halfmoon,4,4.4,Indonesia,38.38,Poor,Lose
6059,Chere,Spade,2,3.82,Vietnam,43.53,Poor,Win
6060,Addy,Plakat,1,3.97,Indonesia,59.32,Poor,Lose
6061,Clem,Crown,4,6.22,India,88.42,Excellent,Win
6062,Sapphira,Halfmoon,2,6.68,Indonesia,15.38,Untidy,Lose
6063,Moises,Halfmoon,3,4.25,Indonesia,14.03,Poor,Lose
6064,Lorne,Spade,5,6.68,Indonesia,17.5,Untidy,Lose
6065,Robinson,Rose,3,4.2,Thailand,42.49,Good,Win
6066,Nedda,Rose,1,5.86,Thailand,63.27,Excellent,Win
6067,Shir,Rose,3,4.87,India,25.96,Untidy,Lose
6068,Ewan,Rose,1,6.14,Indonesia,26.34,Poor,Lose
6069,Elbert,Spade,4,6.88,Vietnam,61.44,Excellent,Lose
6070,Oliver,Plakat,1,4.68,India,8.41,Untidy,Lose
6071,Cherilyn,Halfmoon,1,6.76,India,2.38,Untidy,Lose
6072,Maudie,Spade,1,5.27,Thailand,82.18,Excellent,Win
6073,Binnie,Spade,5,5.19,Thailand,50.4,Excellent,Lose
6074,Sharleen,Halfmoon,3,4.38,Indonesia,53.15,Poor,Lose
6075,Sydney,Halfmoon,4,7.09,Indonesia,20.67,Poor,Lose
6076,Keely,Plakat,2,6.79,India,39.99,Good,Lose
6077,Walden,Spade,5,6.08,Thailand,75.73,Poor,Win
6078,Arni,Crown,4,5.65,Vietnam,76.91,Excellent,Win
6079,Bamby,Plakat,3,6.57,India,5.3,Untidy,Lose
6080,Mirabelle,Rose,5,4.52,India,42.96,Good,Win
6081,Wesley,Plakat,4,4.52,Thailand,47.98,Good,Lose
6082,Kimberli,Spade,5,6.63,India,25.71,Poor,Lose
6083,Beret,Crown,5,6.55,Thailand,82.35,Excellent,Lose
6084,Myrna,Halfmoon,5,6.43,Thailand,81.41,Excellent,Win
6085,Othello,Halfmoon,1,4.88,Thailand,51.45,Poor,Win
6086,Madelaine,Rose,4,6.71,India,4.28,Poor,Lose
6087,Aileen,Spade,5,3.51,Indonesia,21.96,Untidy,Lose
6088,Jami,Spade,3,5.95,Indonesia,66.64,Good,Win
6089,Antonetta,Rose,4,4.0,India,1.81,Untidy,Lose
6090,Ruth,Plakat,5,5.4,Thailand,73.02,Excellent,Lose
6091,Taite,Halfmoon,5,4.42,India,5.34,Untidy,Lose
6092,Maxy,Plakat,4,6.02,Thailand,58.67,Untidy,Win
6093,Jobie,Rose,5,4.2,Indonesia,26.57,Poor,Lose
6094,Ariela,Plakat,1,4.86,Vietnam,85.92,Excellent,Win
6095,Nessie,Plakat,1,4.18,Vietnam,6.38,Poor,Lose
6096,Ralina,Spade,2,3.84,Indonesia,52.17,Poor,Lose
6097,Mab,Plakat,2,5.13,Vietnam,24.97,Good,Win
6098,Ryun,Plakat,5,5.9,Vietnam,68.64,Good,Win
6099,Adriano,Spade,1,6.0,Thailand,57.31,Good,Win
6100,Skylar,Halfmoon,4,6.68,Thailand,85.8,Good,Win
6101,Halie,Plakat,2,3.7,India,44.9,Poor,Lose
6102,Haley,Spade,2,6.66,Thailand,73.77,Excellent,Win
6103,Larry,Spade,4,3.83,Thailand,49.05,Excellent,Win
6104,Osbourne,Plakat,5,6.35,Thailand,28.73,Excellent,Win
6105,Mikael,Crown,2,4.26,Indonesia,24.16,Untidy,Lose
6106,Willette,Crown,4,6.75,Indonesia,10.24,Untidy,Lose
6107,Gilberta,Rose,5,6.9,India,4.08,Excellent,Lose
6108,Kim,Halfmoon,1,6.79,Indonesia,16.4,Poor,Lose
6109,Hester,Plakat,2,5.98,Thailand,7.79,Excellent,Win
6110,Nicky,Spade,1,5.67,Vietnam,88.39,Good,Win
6111,Dall,Spade,4,4.65,Thailand,89.26,Good,Win
6112,Larina,Crown,3,5.54,Thailand,62.4,Good,Win
6113,Amargo,Plakat,3,5.2,Thailand,90.33,Good,Win
6114,Danit,Plakat,1,6.3,Vietnam,89.23,Excellent,Win
6115,Jean,Crown,3,4.82,Thailand,49.36,Good,Win
6116,Astrid,Rose,2,6.84,India,12.97,Poor,Lose
6117,Kleon,Halfmoon,5,5.2,Vietnam,85.13,Good,Win
6118,Myranda,Crown,4,6.04,India,14.18,Poor,Lose
6119,Vanda,Rose,2,7.09,India,26.78,Untidy,Lose
6120,Heath,Plakat,3,5.37,Thailand,79.39,Good,Win
6121,Pegeen,Spade,3,4.32,Indonesia,67.89,Good,Lose
6122,Wayland,Crown,1,6.06,Thailand,64.71,Excellent,Win
6123,Ileana,Rose,4,5.91,Indonesia,27.97,Poor,Lose
6124,Harmon,Spade,4,6.31,Indonesia,1.81,Poor,Lose
6125,Rosalyn,Plakat,3,4.97,Thailand,68.54,Good,Win
6126,Temp,Rose,5,4.67,Thailand,46.07,Poor,Lose
6127,Shana,Rose,2,6.38,India,14.01,Poor,Lose
6128,Ariana,Halfmoon,2,6.18,Indonesia,15.32,Poor,Lose
6129,Harry,Crown,4,6.54,India,77.87,Good,Win
6130,Arlie,Halfmoon,3,4.71,Thailand,56.02,Excellent,Win
6131,Edi,Rose,1,4.44,India,15.47,Untidy,Lose
6132,Mose,Plakat,4,3.97,India,58.83,Good,Win
6133,Randie,Spade,4,5.35,Vietnam,64.37,Good,Win
6134,Susann,Plakat,1,4.49,India,5.32,Untidy,Lose
6135,Marten,Spade,4,6.41,India,2.2,Poor,Lose
6136,Verna,Halfmoon,1,4.35,Indonesia,76.48,Poor,Win
6137,Shadow,Spade,5,4.15,Thailand,37.37,Excellent,Win
6138,Domingo,Crown,4,5.36,Vietnam,52.19,Good,Win
6139,Hildegaard,Plakat,1,6.39,Indonesia,85.38,Excellent,Win
6140,Shanan,Rose,4,4.03,Thailand,41.81,Poor,Win
6141,Harley,Crown,1,6.75,Indonesia,2.79,Good,Lose
6142,Reiko,Spade,4,6.36,Thailand,70.7,Good,Lose
