id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
7051,Botsford and Sons,18 Minute(s),249390,7 Day(s),36,4.07
7052,Beahan-Trantow,372 Minute(s),141839,6 Day(s),988,4.32
7053,Wyman Inc,92 Minute(s),81357,5 Day(s),346,3.84
7054,Lueilwitz LLC,3 Minute(s),209429,6 Day(s),541,3.3
7055,Weber-Heller,211 Minute(s),165183,7 Day(s),1336,3.38
7056,Hickle-Lesch,495 Minute(s),34574,3 Day(s),1618,3.22
7057,Lueilwitz and Sons,302 Minute(s),164184,5 Day(s),1360,4.5
7058,Olson Group,89 Minute(s),254936,7 Day(s),61,3.56
7059,"Lindgren, Emmerich and Botsford",135 Minute(s),231723,5 Day(s),368,4.06
7060,Dach-Trantow,376 Minute(s),201010,5 Day(s),1437,3.26
7061,Wilderman LLC,192 Minute(s),201203,6 Day(s),1110,4.2
7062,Littel-Kulas,166 Minute(s),103424,5 Day(s),642,4.09
7063,Stamm LLC,166 Minute(s),164469,5 Day(s),958,4.47
7064,"Reichert, Blanda and Parisian",1278 Minute(s),77412,4 Day(s),2101,3.72
7065,"Jacobi, Carter and Gleichner",34 Minute(s),144330,6 Day(s),529,4.86
7066,Cronin-Kilback,225 Minute(s),143759,3 Day(s),1465,3.59
7067,Osinski-Wintheiser,997 Minute(s),50861,5 Day(s),2326,3.6
7068,O'Hara-Mills,1127 Minute(s),116010,5 Day(s),2640,2.73
7069,Lehner-Auer,1299 Minute(s),103364,5 Day(s),2518,3.06
7070,Blick-Hand,489 Minute(s),210405,7 Day(s),1104,3.25
7071,"West, Pacocha and Lueilwitz",5 Minute(s),162335,7 Day(s),1160,4.8
7072,"Sporer, Oberbrunner and Lockman",137 Minute(s),99377,7 Day(s),497,4.24
7073,Carroll-Marks,32 Minute(s),263047,7 Day(s),694,4.05
7074,"Lockman, Schuppe and Terry",159 Minute(s),112527,6 Day(s),111,4.45
7075,Hoppe LLC,569 Minute(s),72117,5 Day(s),1579,3.15
7076,Larson and Sons,166 Minute(s),138389,4 Day(s),490,3.8
7077,Carroll and Sons,822 Minute(s),101242,4 Day(s),2769,2.76
7078,Block-Gerlach,124 Minute(s),228846,6 Day(s),880,3.23
7079,Kub LLC,18 Minute(s),188069,7 Day(s),43,3.64
7080,Gleichner Inc,172 Minute(s),125227,6 Day(s),580,3.93
7081,Johnson and Sons,74 Minute(s),86979,7 Day(s),93,3.61
7082,"Walter, Gorczany and Ziemann",182 Minute(s),152573,6 Day(s),1275,3.21
7083,"Erdman, Skiles and Harber",539 Minute(s),191403,6 Day(s),1338,3.75
7084,Dare and Sons,284 Minute(s),132540,6 Day(s),1202,3.49
7085,Huels-Doyle,1359 Minute(s),98417,3 Day(s),2588,3.26
7086,"Metz, Ward and Wilkinson",326 Minute(s),129019,4 Day(s),415,4.62
7087,Volkman-Rolfson,84 Minute(s),246433,6 Day(s),492,4.5
7088,Sanford-Waelchi,118 Minute(s),123381,6 Day(s),24,3.28
7089,"Schneider, Rodriguez and Zboncak",129 Minute(s),189026,7 Day(s),990,3.97
7090,Shanahan-Goodwin,1031 Minute(s),58525,5 Day(s),1857,2.94
7091,Hoeger Group,302 Minute(s),191079,6 Day(s),1294,3.45
7092,"Crooks, Turcotte and Wilderman",303 Minute(s),209702,4 Day(s),912,4.68
7093,"Prohaska, Dicki and Morar",107 Minute(s),274080,6 Day(s),459,3.88
7094,"Miller, Crona and Waters",134 Minute(s),213465,5 Day(s),274,4.33
7095,Gleason-Dietrich,492 Minute(s),150214,5 Day(s),1306,4.02
7096,Veum and Sons,456 Minute(s),101866,6 Day(s),1476,4.38
7097,Nikolaus-Farrell,38 Minute(s),261848,7 Day(s),607,4.13
7098,Wolff-Nikolaus,527 Minute(s),209508,5 Day(s),1144,3.49
7099,Keebler LLC,174 Minute(s),123944,7 Day(s),1,4.78
7100,Wolf-Wyman,162 Minute(s),123800,5 Day(s),125,4.83
7101,Boyle and Sons,565 Minute(s),72105,3 Day(s),2070,3.75
7102,Cummings-Murphy,14 Minute(s),207125,7 Day(s),61,3.58
7103,"Lind, Klocko and Wuckert",864 Minute(s),106702,3 Day(s),2059,3.8
7104,"Boehm, Beier and Ebert",1271 Minute(s),61382,3 Day(s),1709,3.07
7105,Hegmann-Hudson,37 Minute(s),132753,5 Day(s),273,4.76
7106,Johns-Wunsch,629 Minute(s),62615,5 Day(s),1746,2.85
7107,Watsica-Stroman,198 Minute(s),122145,6 Day(s),607,4.98
7108,Reichert LLC,1071 Minute(s),45306,3 Day(s),1665,4.02
7109,Dicki-Ernser,591 Minute(s),189713,3 Day(s),1277,4.69
7110,Dare-Goyette,237 Minute(s),197251,4 Day(s),1063,4.41
7111,Koch LLC,156 Minute(s),204565,7 Day(s),338,3.99
7112,Ward-Smith,475 Minute(s),199893,6 Day(s),23,4.12
7113,"Feil, Barton and Denesik",576 Minute(s),91951,3 Day(s),1650,3.57
7114,"Zieme, Mitchell and Labadie",301 Minute(s),162452,5 Day(s),1191,4.52
7115,Bayer-Wilkinson,798 Minute(s),94579,5 Day(s),2364,2.5
7116,"Gusikowski, Rice and McKenzie",1073 Minute(s),80423,4 Day(s),2387,2.45
7117,Heathcote Inc,482 Minute(s),203980,5 Day(s),1152,4.32
7118,Brakus-Green,1386 Minute(s),58177,4 Day(s),1959,3.27
7119,Klein-Wilkinson,102 Minute(s),256152,6 Day(s),621,4.35
7120,Williamson and Sons,293 Minute(s),119627,6 Day(s),1042,4.23
7121,Donnelly-Torp,462 Minute(s),110913,6 Day(s),1379,4.85
7122,Schuster LLC,421 Minute(s),88367,6 Day(s),204,4.76
7123,Gottlieb Inc,480 Minute(s),113677,6 Day(s),1226,4.16
7124,Bosco Group,223 Minute(s),104992,5 Day(s),132,3.75
7125,Mraz Group,347 Minute(s),74026,4 Day(s),499,3.92
7126,Lubowitz-Jaskolski,467 Minute(s),190918,3 Day(s),1290,4.19
7127,"Tremblay, Leffler and King",108 Minute(s),257954,6 Day(s),121,4.1
7128,Rosenbaum Inc,1396 Minute(s),65626,3 Day(s),1614,2.73
7129,Smith-Quigley,1078 Minute(s),39216,3 Day(s),1969,3.02
7130,"Fisher, Kulas and Sauer",1045 Minute(s),50873,3 Day(s),1738,3.86
7131,Pollich and Sons,720 Minute(s),51145,5 Day(s),1807,3.3
7132,Bogan Inc,259 Minute(s),172494,5 Day(s),1181,4.37
7133,Durgan-Weber,198 Minute(s),182473,7 Day(s),133,4.49
7134,Harber Group,330 Minute(s),163622,6 Day(s),1330,4.51
7135,"Schmidt, Hansen and Balistreri",229 Minute(s),180867,6 Day(s),1102,4.05
7136,Hilll Group,164 Minute(s),162541,4 Day(s),1168,3.95
7137,"Hintz, Jakubowski and Gutkowski",60 Minute(s),61640,4 Day(s),986,3.42
7138,Ebert LLC,269 Minute(s),123568,4 Day(s),1488,3.47
7139,"Harris, Christiansen and Will",628 Minute(s),97791,4 Day(s),1817,3.35
7140,"Dibbert, Johns and Bergstrom",229 Minute(s),125330,7 Day(s),381,4.5
7141,"Mann, Tromp and Oberbrunner",1016 Minute(s),120166,4 Day(s),2392,3.57
7142,Morar-Jast,1214 Minute(s),100881,5 Day(s),2630,3.11
7143,"Turcotte, Williamson and Dare",196 Minute(s),105357,7 Day(s),322,3.78
7144,Schamberger Group,1425 Minute(s),105503,3 Day(s),2733,3.03
7145,Boyer Inc,29 Minute(s),228989,7 Day(s),360,3.72
7146,Donnelly Inc,246 Minute(s),163588,6 Day(s),1318,4.03
7147,"VonRueden, West and Gerhold",528 Minute(s),178992,6 Day(s),1022,3.93
7148,"Hartmann, D'Amore and Doyle",1204 Minute(s),64849,3 Day(s),2055,4.3
7149,Beatty-Kassulke,1372 Minute(s),97936,2 Day(s),2784,3.04
7150,"VonRueden, Wuckert and Quitzon",1054 Minute(s),46216,4 Day(s),1680,3.45
7151,Hessel-Howe,188 Minute(s),240969,6 Day(s),481,4.7
7152,Gibson LLC,537 Minute(s),66283,4 Day(s),1891,4.12
7153,Windler LLC,815 Minute(s),73740,4 Day(s),1981,4.5
7154,"Schimmel, Dibbert and Cartwright",739 Minute(s),48902,3 Day(s),2331,3.89
7155,Adams-Hermiston,769 Minute(s),62560,3 Day(s),2179,2.87
7156,Weissnat Inc,93 Minute(s),82622,5 Day(s),468,4.6
7157,"Greenholt, O'Keefe and Herzog",220 Minute(s),107788,4 Day(s),1092,3.56
7158,"Jakubowski, Cartwright and White",1114 Minute(s),56496,3 Day(s),1656,2.82
7159,Herzog-Mraz,1331 Minute(s),67381,5 Day(s),1675,4.4
7160,"Tremblay, Reynolds and Wintheiser",133 Minute(s),191821,4 Day(s),376,4.56
7161,"Hoppe, Bauch and Steuber",484 Minute(s),183742,6 Day(s),1283,3.66
7162,Stark-McGlynn,186 Minute(s),213797,7 Day(s),1324,4.23
7163,"Rempel, Walter and Kuhn",511 Minute(s),185134,5 Day(s),1392,4.51
7164,"Reichel, Wilkinson and Lubowitz",665 Minute(s),88186,3 Day(s),1576,3.38
7165,"McDermott, Hilll and VonRueden",357 Minute(s),102534,4 Day(s),1412,4.05
7166,"Pfannerstill, Ferry and Williamson",333 Minute(s),205414,5 Day(s),1389,3.61
7167,Littel-Johnston,321 Minute(s),174487,5 Day(s),1154,4.82
7168,"Botsford, Gutkowski and Block",991 Minute(s),63774,3 Day(s),1599,3.44
7169,"Bergstrom, Frami and Spinka",95 Minute(s),143719,7 Day(s),919,4.28
7170,Kautzer-Bailey,152 Minute(s),296741,7 Day(s),552,4.91
7171,Gibson Inc,38 Minute(s),237109,6 Day(s),377,3.53
7172,Pollich-Hessel,1120 Minute(s),84543,5 Day(s),1984,3.34
7173,"Stracke, Ferry and Dooley",34 Minute(s),141600,5 Day(s),689,4.23
7174,"Hackett, Christiansen and O'Hara",461 Minute(s),186586,5 Day(s),1320,4.27
7175,Schultz-Rodriguez,1295 Minute(s),97138,2 Day(s),2674,2.47
7176,"Dicki, Borer and Fay",100 Minute(s),297538,5 Day(s),542,3.8
7177,Rogahn Inc,90 Minute(s),74702,5 Day(s),368,3.62
7178,Greenfelder and Sons,137 Minute(s),187105,6 Day(s),596,4.94
7179,"Hoeger, Mohr and Weimann",1297 Minute(s),52955,3 Day(s),1613,3.19
7180,"Goyette, Wyman and Medhurst",446 Minute(s),200447,5 Day(s),1296,3.74
7181,"Will, Hane and Erdman",3 Minute(s),236217,5 Day(s),100,4.88
7182,Kuvalis Inc,947 Minute(s),88473,3 Day(s),1618,3.25
7183,Hyatt-Osinski,1007 Minute(s),88057,2 Day(s),2919,3.41
7184,"Barrows, Sanford and Orn",1337 Minute(s),127603,2 Day(s),2408,2.86
7185,"Schaden, Satterfield and Hudson",1314 Minute(s),51099,2 Day(s),2547,3.31
7186,"Krajcik, Okuneva and Kuhic",154 Minute(s),126585,6 Day(s),667,4.85
7187,Miller-Lind,497 Minute(s),211788,3 Day(s),1532,3.86
7188,Maggio-Runolfsdottir,102 Minute(s),226067,4 Day(s),570,4.47
7189,Reinger Inc,557 Minute(s),168099,7 Day(s),1131,4.27
7190,Herman LLC,1200 Minute(s),98845,3 Day(s),2061,2.89
7191,Grant-Raynor,1400 Minute(s),55130,3 Day(s),1655,2.88
7192,Kihn Group,176 Minute(s),199090,4 Day(s),631,4.2
7193,"Jenkins, Treutel and Schultz",314 Minute(s),123959,7 Day(s),117,3.31
7194,Reichel-Homenick,594 Minute(s),151096,3 Day(s),954,3.63
7195,Schiller Inc,631 Minute(s),78571,4 Day(s),2064,3.33
7196,"Hoeger, Grady and Grimes",469 Minute(s),147601,4 Day(s),1241,4.77
7197,Mueller-Bergnaum,297 Minute(s),166852,7 Day(s),825,3.84
7198,Cormier-Block,346 Minute(s),220136,6 Day(s),1331,3.77
7199,Mohr LLC,621 Minute(s),68148,5 Day(s),1545,2.8
7200,"Farrell, Lehner and Lehner",530 Minute(s),194951,5 Day(s),1273,4.31
7201,Walter-Pacocha,94 Minute(s),130530,5 Day(s),376,4.86
7202,Kassulke-Gerhold,54 Minute(s),173943,7 Day(s),722,4.17
7203,Hintz-Schmeler,879 Minute(s),119028,3 Day(s),2814,2.6
7204,Powlowski-Gottlieb,236 Minute(s),100678,4 Day(s),210,3.47
7205,MacGyver-Koelpin,386 Minute(s),157924,6 Day(s),1185,3.98
7206,Johns LLC,126 Minute(s),137040,5 Day(s),562,3.35
7207,Cartwright-Yost,156 Minute(s),122390,5 Day(s),702,3.52
7208,"Gerlach, McCullough and Kuhn",110 Minute(s),198764,7 Day(s),578,4.08
7209,Kuvalis Inc,1382 Minute(s),34324,3 Day(s),2361,3.39
7210,D'Amore Group,1403 Minute(s),52701,4 Day(s),1676,3.12
7211,"Runolfsson, McClure and Pagac",106 Minute(s),117927,5 Day(s),417,3.54
7212,Witting-Christiansen,470 Minute(s),194305,4 Day(s),1459,3.6
7213,Bailey-Barton,164 Minute(s),126804,4 Day(s),699,3.41
7214,Rath Inc,168 Minute(s),202881,7 Day(s),453,3.71
7215,McClure-Rice,947 Minute(s),44246,5 Day(s),1597,3.31
7216,"Bauch, Waelchi and Harber",406 Minute(s),198582,6 Day(s),1301,4.22
7217,"Block, Mayer and Davis",894 Minute(s),70196,3 Day(s),2315,2.81
7218,Nader and Sons,71 Minute(s),113587,5 Day(s),252,3.69
7219,"Friesen, O'Hara and Parker",609 Minute(s),33603,2 Day(s),2094,3.75
7220,Buckridge LLC,286 Minute(s),196181,6 Day(s),1288,4.11
7221,"Glover, Will and Schroeder",696 Minute(s),46403,3 Day(s),2446,3.17
7222,Brown-Price,393 Minute(s),174721,5 Day(s),1453,4.59
7223,"Kassulke, Bauch and D'Amore",331 Minute(s),153734,6 Day(s),1299,4.63
7224,"Gerlach, Bruen and Hyatt",1304 Minute(s),84903,3 Day(s),2799,3.01
7225,"Bogisich, Willms and Mraz",344 Minute(s),165146,6 Day(s),1101,3.52
7226,"O'Conner, Howell and Ortiz",356 Minute(s),83507,7 Day(s),407,3.5
7227,Spinka Group,143 Minute(s),270894,5 Day(s),165,4.15
7228,"O'Reilly, Lesch and Walker",821 Minute(s),75798,4 Day(s),1537,3.36
7229,Howell Group,1165 Minute(s),107667,6 Day(s),1689,3.99
7230,O'Reilly Group,1339 Minute(s),38740,4 Day(s),1515,3.22
7231,"Steuber, Will and Leannon",1302 Minute(s),87257,3 Day(s),1528,2.8
7232,Schowalter Inc,86 Minute(s),279727,6 Day(s),566,3.53
7233,"Jakubowski, Kuvalis and Wiegand",886 Minute(s),41346,2 Day(s),1601,3.36
7234,Bogan-Bergnaum,1352 Minute(s),100892,4 Day(s),2663,2.79
7235,Welch Group,41 Minute(s),80585,6 Day(s),1039,4.29
7236,Boyer and Sons,1159 Minute(s),89611,5 Day(s),1573,2.79
7237,Cormier LLC,1301 Minute(s),66422,6 Day(s),1671,4.45
7238,"Torphy, Schimmel and DuBuque",35 Minute(s),220956,5 Day(s),187,3.71
7239,"Volkman, D'Amore and Friesen",359 Minute(s),79870,7 Day(s),109,3.28
7240,Mertz-Toy,538 Minute(s),53830,4 Day(s),2556,2.93
7241,Bode-Sipes,443 Minute(s),217807,7 Day(s),1310,3.57
7242,Braun-Wisoky,19 Minute(s),126023,5 Day(s),267,4.62
7243,"Bernhard, Haag and Mitchell",219 Minute(s),181967,6 Day(s),1066,4.27
7244,"Langosh, Davis and Strosin",325 Minute(s),51498,5 Day(s),802,3.22
7245,Cormier-Abernathy,149 Minute(s),131434,7 Day(s),1058,3.8
7246,Zboncak-MacGyver,161 Minute(s),141647,7 Day(s),126,4.85
7247,Lemke-Leannon,80 Minute(s),138772,7 Day(s),749,3.87
7248,Schmeler Group,488 Minute(s),122082,5 Day(s),1379,3.96
7249,"Stanton, Emmerich and Kulas",668 Minute(s),60807,2 Day(s),2559,2.9
7250,Marquardt LLC,884 Minute(s),91948,4 Day(s),1783,4.3
7251,Marquardt-Jacobs,348 Minute(s),142250,4 Day(s),1278,4.67
7252,Maggio LLC,266 Minute(s),141257,4 Day(s),1174,4.36
7253,Klein and Sons,705 Minute(s),65886,2 Day(s),2448,3.62
7254,Lehner Inc,433 Minute(s),104253,4 Day(s),932,4.32
7255,Baumbach Inc,145 Minute(s),192009,6 Day(s),248,3.21
7256,Daniel-Bosco,978 Minute(s),59584,4 Day(s),2165,4.0
7257,Hessel-Grimes,1066 Minute(s),70892,5 Day(s),2847,3.27
7258,"Sipes, Borer and Turcotte",1052 Minute(s),72490,4 Day(s),1531,3.17
7259,Reinger-Hoppe,1319 Minute(s),37374,4 Day(s),1520,2.79
7260,Zemlak Inc,549 Minute(s),212002,7 Day(s),1358,4.41
7261,"Rutherford, Cummings and Mertz",128 Minute(s),168498,4 Day(s),209,3.74
7262,Corwin-Greenfelder,1367 Minute(s),109166,4 Day(s),2888,3.59
7263,Pfeffer-Willms,227 Minute(s),87325,6 Day(s),301,3.92
7264,Bins LLC,320 Minute(s),150629,5 Day(s),1300,4.53
7265,Predovic-Schuster,1043 Minute(s),48766,4 Day(s),1781,3.77
7266,Mayert Group,111 Minute(s),252145,6 Day(s),337,4.31
7267,Schimmel LLC,1090 Minute(s),52378,5 Day(s),1644,2.77
7268,Fay-Hettinger,1043 Minute(s),93637,2 Day(s),2539,2.65
7269,McLaughlin-Huels,321 Minute(s),146643,6 Day(s),1010,4.94
7270,Abbott-Goyette,15 Minute(s),98724,6 Day(s),563,4.71
7271,"Keebler, Mills and Turcotte",174 Minute(s),253205,5 Day(s),348,3.82
7272,"Beer, Cronin and Heathcote",652 Minute(s),33351,4 Day(s),1826,3.19
7273,Jaskolski-Corkery,1419 Minute(s),99753,2 Day(s),2826,2.23
7274,"Hansen, Gaylord and Price",116 Minute(s),126654,7 Day(s),504,4.07
7275,Dickinson-Quigley,447 Minute(s),126076,4 Day(s),528,4.86
7276,Hayes-Streich,420 Minute(s),209463,6 Day(s),1335,4.11
7277,"Strosin, Grimes and Fisher",34 Minute(s),148588,6 Day(s),437,3.64
7278,Kris Inc,1097 Minute(s),57552,4 Day(s),2108,2.89
7279,"Dickens, Ebert and Emmerich",538 Minute(s),150378,3 Day(s),1044,4.44
7280,"Altenwerth, Kuphal and Ebert",516 Minute(s),218920,6 Day(s),1307,4.39
7281,Weimann-Stroman,932 Minute(s),99163,3 Day(s),1696,3.22
7282,Ledner and Sons,1369 Minute(s),63345,4 Day(s),1565,3.13
7283,"Sawayn, Mills and Will",781 Minute(s),129032,4 Day(s),2561,3.5
7284,VonRueden LLC,446 Minute(s),154623,5 Day(s),1283,4.5
7285,"Koelpin, Hoppe and Terry",152 Minute(s),251439,7 Day(s),231,4.16
7286,Jones-Hyatt,19 Minute(s),146121,4 Day(s),256,4.01
7287,"Connelly, Jenkins and Mitchell",125 Minute(s),230123,5 Day(s),341,3.74
7288,Schaefer Inc,379 Minute(s),214551,5 Day(s),1349,3.38
7289,"Spinka, Stoltenberg and Gutmann",558 Minute(s),62191,5 Day(s),2056,3.61
7290,Franecki LLC,178 Minute(s),93347,7 Day(s),170,4.44
7291,Schoen and Sons,91 Minute(s),241436,6 Day(s),415,3.77
7292,Wiegand and Sons,199 Minute(s),193967,6 Day(s),1284,4.76
7293,"Hammes, Pouros and Brakus",231 Minute(s),124454,5 Day(s),385,4.13
7294,Lehner Group,721 Minute(s),33043,4 Day(s),2551,2.95
7295,McCullough LLC,694 Minute(s),94943,4 Day(s),2458,2.63
7296,"Mann, Kuhlman and Effertz",134 Minute(s),194178,4 Day(s),1366,4.3
7297,"Dach, Barrows and Jakubowski",1417 Minute(s),67018,2 Day(s),1757,2.93
7298,Jacobson Inc,131 Minute(s),167188,5 Day(s),1200,4.06
7299,Thompson-Konopelski,637 Minute(s),79409,5 Day(s),1776,2.99
7300,Koss Inc,419 Minute(s),167130,5 Day(s),1485,4.26
7301,"Bernier, Rolfson and Hartmann",37 Minute(s),82419,6 Day(s),515,3.68
7302,Cole-Williamson,327 Minute(s),157150,3 Day(s),1504,4.33
7303,Fritsch Group,155 Minute(s),203510,5 Day(s),1347,4.84
7304,Zemlak Group,1370 Minute(s),54238,2 Day(s),2229,2.95
7305,Glover-Koepp,119 Minute(s),218724,5 Day(s),216,4.66
7306,Schuppe-Stark,1141 Minute(s),31050,2 Day(s),2228,3.21
7307,Wunsch-Flatley,415 Minute(s),147585,6 Day(s),1306,4.02
7308,Lakin Group,209 Minute(s),72182,4 Day(s),337,4.74
7309,"Harber, Hermann and Wintheiser",345 Minute(s),178502,4 Day(s),1345,4.17
7310,Ledner and Sons,50 Minute(s),73074,5 Day(s),99,4.8
7311,Ullrich-Heidenreich,241 Minute(s),162827,5 Day(s),1396,4.0
7312,Hand-Wuckert,152 Minute(s),171167,6 Day(s),1099,4.7
7313,"Lowe, Langworth and Lind",556 Minute(s),186254,6 Day(s),1363,3.87
7314,"Hyatt, Bartell and Weimann",1247 Minute(s),47281,4 Day(s),1984,2.95
7315,"Wiza, Swift and Schaefer",161 Minute(s),81557,7 Day(s),728,4.11
7316,Deckow and Sons,658 Minute(s),99043,3 Day(s),1597,3.43
7317,Abshire Inc,830 Minute(s),58450,3 Day(s),1955,2.93
7318,Weissnat and Sons,600 Minute(s),213492,5 Day(s),1556,4.61
7319,"Bergstrom, Tremblay and Shanahan",276 Minute(s),201232,5 Day(s),1102,4.58
7320,Ritchie-Rogahn,638 Minute(s),32750,2 Day(s),2415,3.47
7321,"Lueilwitz, Mosciski and Rohan",96 Minute(s),235736,7 Day(s),268,3.77
7322,"Tremblay, Stanton and Runte",162 Minute(s),259343,7 Day(s),621,3.57
7323,Goyette and Sons,294 Minute(s),161793,4 Day(s),1155,4.29
7324,Brekke-Purdy,772 Minute(s),66486,4 Day(s),2192,3.28
7325,"Hintz, Senger and Purdy",609 Minute(s),39107,2 Day(s),2137,4.0
7326,Wuckert LLC,550 Minute(s),175267,5 Day(s),1484,4.49
7327,Yost-Rogahn,126 Minute(s),268299,6 Day(s),647,3.51
7328,Osinski Inc,181 Minute(s),189236,7 Day(s),1364,4.51
7329,Greenfelder-Wiegand,761 Minute(s),67680,3 Day(s),2131,3.54
7330,"Mann, Rippin and Bins",199 Minute(s),181624,5 Day(s),1566,4.15
7331,"Corwin, Kutch and Larkin",191 Minute(s),71222,7 Day(s),350,3.85
7332,Feil LLC,120 Minute(s),107520,6 Day(s),545,4.57
7333,"Bailey, Goyette and Sauer",368 Minute(s),204867,6 Day(s),1364,4.76
7334,"Cruickshank, Lubowitz and Fisher",888 Minute(s),74766,3 Day(s),2424,3.24
7335,Von Group,399 Minute(s),205845,5 Day(s),1413,3.48
7336,"Dietrich, Koelpin and Kunze",5 Minute(s),247580,6 Day(s),550,3.64
7337,Kiehn LLC,239 Minute(s),90570,7 Day(s),562,4.85
7338,"Schmidt, Smitham and Stoltenberg",366 Minute(s),170327,6 Day(s),1594,4.01
7339,Stiedemann and Sons,970 Minute(s),86190,5 Day(s),1651,4.2
7340,"Cremin, Sawayn and Gulgowski",1117 Minute(s),66998,3 Day(s),1715,2.96
7341,Smith-Christiansen,706 Minute(s),86862,4 Day(s),2141,3.75
7342,"Schmidt, Langosh and Turcotte",7 Minute(s),80949,5 Day(s),119,4.88
7343,Wiza-Mueller,1397 Minute(s),31610,3 Day(s),2436,3.32
7344,Streich Inc,412 Minute(s),143486,6 Day(s),1332,4.78
7345,Farrell-Gleason,1280 Minute(s),117891,2 Day(s),2278,2.73
7346,Heathcote-O'Reilly,1224 Minute(s),78479,4 Day(s),2351,3.25
7347,Metz-Goodwin,1427 Minute(s),78876,3 Day(s),2092,4.02
7348,"Tillman, Hirthe and Effertz",1093 Minute(s),78447,2 Day(s),2285,2.57
7349,Keebler Inc,1073 Minute(s),105365,5 Day(s),2989,2.98
7350,Heidenreich-Greenholt,476 Minute(s),162710,5 Day(s),1154,4.59
7351,"Kuhlman, Ryan and Funk",1238 Minute(s),51167,5 Day(s),1652,3.4
7352,"Goodwin, Sawayn and Erdman",10 Minute(s),107295,7 Day(s),628,4.5
7353,"Prohaska, Hilpert and Murazik",1100 Minute(s),55272,4 Day(s),2496,3.24
7354,"Schmitt, Hane and Davis",431 Minute(s),101302,4 Day(s),1146,3.9
7355,Muller-Pollich,163 Minute(s),102262,5 Day(s),547,3.99
7356,Haag Inc,155 Minute(s),75921,6 Day(s),111,3.98
7357,Wuckert LLC,1023 Minute(s),49398,3 Day(s),1721,3.66
7358,Crist-Williamson,583 Minute(s),35455,3 Day(s),1953,3.01
7359,Christiansen-Greenfelder,620 Minute(s),55522,5 Day(s),1557,4.04
7360,"Lebsack, Rath and Cummings",135 Minute(s),225684,5 Day(s),650,4.14
7361,"Gottlieb, Lynch and Gibson",989 Minute(s),110074,6 Day(s),2020,4.22
7362,Renner-Gutmann,446 Minute(s),249546,7 Day(s),1037,3.69
7363,Johnston and Sons,123 Minute(s),68367,5 Day(s),1017,3.47
7364,Nienow-Johnson,497 Minute(s),210505,4 Day(s),1594,3.97
7365,Kshlerin-Ryan,8 Minute(s),214028,5 Day(s),590,3.7
7366,Stiedemann-Russel,57 Minute(s),102816,7 Day(s),422,3.83
7367,"Fahey, Marvin and Smith",433 Minute(s),55440,7 Day(s),907,4.93
7368,Reynolds and Sons,566 Minute(s),91357,3 Day(s),1570,3.04
7369,"Altenwerth, Renner and Stamm",1262 Minute(s),111238,3 Day(s),1932,3.91
7370,"Osinski, Wiegand and Gutmann",1326 Minute(s),40299,3 Day(s),2489,3.74
7371,"Smith, Wiza and Carter",47 Minute(s),263508,6 Day(s),660,4.61
7372,Gutkowski LLC,8 Minute(s),170554,6 Day(s),81,3.79
7373,"Ratke, Johnston and Upton",1056 Minute(s),49000,4 Day(s),2098,3.64
7374,Bailey and Sons,548 Minute(s),159813,4 Day(s),1582,4.19
7375,Fahey-Lind,1241 Minute(s),78657,3 Day(s),1718,2.97
7376,"Hills, Rutherford and Satterfield",266 Minute(s),215208,3 Day(s),1427,4.19
7377,Jacobson and Sons,404 Minute(s),148409,6 Day(s),1044,3.58
7378,Hermiston and Sons,893 Minute(s),39741,3 Day(s),1922,3.01
7379,Schneider Group,614 Minute(s),111240,4 Day(s),1886,3.98
7380,Abshire-Swift,574 Minute(s),92891,5 Day(s),1517,3.41
7381,"Kulas, Auer and Mitchell",349 Minute(s),207268,4 Day(s),1332,4.88
7382,Brekke-Gottlieb,916 Minute(s),100013,3 Day(s),1505,3.85
7383,"Ankunding, Kutch and Williamson",181 Minute(s),114725,7 Day(s),294,4.14
7384,Ebert-Lynch,363 Minute(s),193847,7 Day(s),1135,4.55
7385,Dare Group,338 Minute(s),161293,4 Day(s),1288,4.67
7386,Bashirian-Toy,364 Minute(s),171943,4 Day(s),1368,4.09
7387,"Lehner, Treutel and Sanford",236 Minute(s),105341,4 Day(s),1087,4.84
7388,Schmeler-Block,217 Minute(s),71183,7 Day(s),179,4.23
7389,Watsica-Haag,38 Minute(s),134749,7 Day(s),232,3.81
7390,"Harber, Rosenbaum and Dach",27 Minute(s),161438,4 Day(s),466,4.03
7391,Botsford-Schroeder,365 Minute(s),144406,4 Day(s),1275,3.35
7392,Quigley and Sons,391 Minute(s),203244,5 Day(s),1328,4.35
7393,Kreiger-Weber,1408 Minute(s),33231,2 Day(s),2163,3.21
7394,"Lueilwitz, Johnston and Koss",127 Minute(s),286728,7 Day(s),181,4.84
7395,Von LLC,306 Minute(s),153751,6 Day(s),1202,3.77
7396,"Daniel, Fadel and Hand",112 Minute(s),55387,7 Day(s),1106,3.94
7397,"Rippin, Daugherty and Stracke",128 Minute(s),166110,6 Day(s),685,4.82
7398,"Lakin, Nitzsche and McDermott",429 Minute(s),140180,7 Day(s),485,4.27
7399,Stanton and Sons,1004 Minute(s),118785,5 Day(s),2274,3.07
7400,"Funk, Wintheiser and Rau",78 Minute(s),212693,6 Day(s),92,4.51
