id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
3900,Stark Group,511 Minute(s),193823,3 Day(s),1000,4.23
3901,"Hayes, Rodriguez and Herman",419 Minute(s),161057,5 Day(s),1242,4.15
3902,Pollich LLC,1270 Minute(s),78254,3 Day(s),1648,4.1
3903,Mann-Block,154 Minute(s),253902,5 Day(s),356,4.8
3904,Okuneva Inc,56 Minute(s),173188,7 Day(s),776,3.33
3905,Marks-Borer,52 Minute(s),176940,4 Day(s),764,4.12
3906,"Dare, Yundt and Kunde",565 Minute(s),181932,5 Day(s),1267,3.38
3907,Hirthe Inc,239 Minute(s),184482,7 Day(s),1231,4.51
3908,Pfeffer and Sons,353 Minute(s),121739,6 Day(s),1202,4.67
3909,Bauch and Sons,180 Minute(s),185410,6 Day(s),1301,3.81
3910,Breitenberg LLC,878 Minute(s),125674,3 Day(s),2755,2.16
3911,Fisher-Rogahn,409 Minute(s),153680,6 Day(s),1340,4.41
3912,Dach-Abernathy,984 Minute(s),88623,4 Day(s),2709,3.49
3913,"Gutmann, Yundt and Murazik",94 Minute(s),140695,5 Day(s),1331,3.55
3914,Torphy LLC,857 Minute(s),92172,4 Day(s),1959,3.68
3915,"Bode, Torphy and Fahey",1293 Minute(s),42672,4 Day(s),2353,3.11
3916,"Paucek, Brown and Braun",3 Minute(s),182904,6 Day(s),374,4.06
3917,Kassulke Group,1275 Minute(s),80326,3 Day(s),1742,3.21
3918,Larson-Gusikowski,491 Minute(s),152259,7 Day(s),1177,4.29
3919,Dare-Robel,101 Minute(s),140621,7 Day(s),101,4.93
3920,"Hyatt, Haley and Rath",336 Minute(s),219045,6 Day(s),1021,4.13
3921,Spinka Inc,1214 Minute(s),49059,5 Day(s),1984,3.98
3922,"West, Monahan and Kutch",112 Minute(s),268903,6 Day(s),414,3.52
3923,Rogahn-Kirlin,310 Minute(s),187398,6 Day(s),1347,3.27
3924,Smitham-Satterfield,286 Minute(s),177116,7 Day(s),1151,4.48
3925,"Hoppe, O'Conner and Daugherty",52 Minute(s),57867,7 Day(s),865,3.78
3926,McClure Group,37 Minute(s),75748,5 Day(s),448,3.54
3927,Adams Inc,70 Minute(s),200049,7 Day(s),660,3.53
3928,Tremblay LLC,90 Minute(s),116742,6 Day(s),552,4.52
3929,"Schowalter, Reichel and Kassulke",92 Minute(s),277685,6 Day(s),514,4.85
3930,Schuppe and Sons,40 Minute(s),144198,4 Day(s),176,4.96
3931,White LLC,752 Minute(s),71057,5 Day(s),1794,4.38
3932,"Douglas, Runolfsson and Hayes",394 Minute(s),193892,4 Day(s),1326,4.88
3933,"Howell, Stokes and Wyman",27 Minute(s),226372,6 Day(s),117,4.1
3934,"Rodriguez, Robel and Fisher",480 Minute(s),161520,5 Day(s),1301,4.83
3935,Rosenbaum Inc,146 Minute(s),195744,3 Day(s),1346,3.57
3936,Welch-Harber,750 Minute(s),110280,2 Day(s),2950,2.72
3937,Murray LLC,53 Minute(s),197892,7 Day(s),423,3.84
3938,"McClure, DuBuque and Dooley",1005 Minute(s),52857,3 Day(s),2329,3.94
3939,Leuschke Inc,67 Minute(s),219611,6 Day(s),306,4.89
3940,Hodkiewicz Group,480 Minute(s),76185,5 Day(s),907,4.37
3941,"Hickle, Schiller and Mills",1424 Minute(s),101998,4 Day(s),1841,4.02
3942,"Prohaska, Paucek and Carroll",169 Minute(s),131693,3 Day(s),926,4.32
3943,Moen-Schmidt,95 Minute(s),213643,6 Day(s),617,4.33
3944,"Herzog, Ebert and Frami",485 Minute(s),67116,5 Day(s),300,4.71
3945,"Kunde, Harvey and Lehner",319 Minute(s),138525,5 Day(s),1572,4.13
3946,Conroy Group,57 Minute(s),121153,5 Day(s),327,4.5
3947,"Champlin, Lubowitz and Homenick",154 Minute(s),248328,6 Day(s),478,4.16
3948,"Thiel, Howell and McLaughlin",153 Minute(s),279983,4 Day(s),2672,2.36
3949,Turner Inc,170 Minute(s),105820,6 Day(s),497,4.36
3950,Tillman LLC,34 Minute(s),126630,7 Day(s),670,4.16
3951,Jones Inc,716 Minute(s),88787,5 Day(s),1585,3.38
3952,Hagenes LLC,609 Minute(s),119052,4 Day(s),2403,3.52
3953,Bruen-Dietrich,179 Minute(s),175676,5 Day(s),69,3.77
3954,Batz Inc,1037 Minute(s),53063,3 Day(s),1766,2.85
3955,Stamm Inc,426 Minute(s),187928,5 Day(s),1494,4.98
3956,Bailey Group,889 Minute(s),77426,5 Day(s),2280,3.38
3957,"Balistreri, Dibbert and Emard",1419 Minute(s),126724,5 Day(s),1743,4.38
3958,"Howe, Gerlach and Grady",1017 Minute(s),125832,2 Day(s),2975,3.04
3959,Bartell-Ledner,210 Minute(s),98754,5 Day(s),488,4.22
3960,Lesch Inc,136 Minute(s),206109,6 Day(s),449,4.05
3961,Feeney-Gottlieb,954 Minute(s),61525,4 Day(s),1684,2.8
3962,Leuschke-O'Keefe,231 Minute(s),174603,5 Day(s),959,3.97
3963,"McLaughlin, O'Keefe and Hyatt",1275 Minute(s),100604,3 Day(s),2350,2.15
3964,Powlowski-Bernier,1255 Minute(s),85654,3 Day(s),1606,3.03
3965,"Lynch, Haag and Lesch",531 Minute(s),185580,6 Day(s),1359,4.57
3966,Walter-Schmeler,1028 Minute(s),51107,5 Day(s),1553,3.2
3967,Harris and Sons,566 Minute(s),128861,5 Day(s),2057,4.31
3968,"Rau, Beahan and Hodkiewicz",810 Minute(s),53531,3 Day(s),1670,3.43
3969,Raynor-Wilderman,663 Minute(s),115397,3 Day(s),2916,3.44
3970,Medhurst-Zieme,616 Minute(s),99737,4 Day(s),1875,3.14
3971,Stokes Inc,821 Minute(s),86407,4 Day(s),2878,3.48
3972,Tromp LLC,212 Minute(s),148183,4 Day(s),1110,4.11
3973,Bahringer-Gerhold,160 Minute(s),220909,7 Day(s),485,4.19
3974,Bode-Johnston,214 Minute(s),172875,7 Day(s),1355,3.39
3975,Cormier-Weber,102 Minute(s),204144,7 Day(s),206,4.07
3976,Kemmer-Hettinger,614 Minute(s),74201,5 Day(s),2254,3.11
3977,Thiel Inc,301 Minute(s),155333,5 Day(s),1221,4.37
3978,Reilly-Ziemann,317 Minute(s),208561,3 Day(s),984,3.56
3979,Weimann-Schmidt,235 Minute(s),135350,5 Day(s),490,4.35
3980,Rau Group,976 Minute(s),71794,3 Day(s),1983,3.12
3981,Tillman LLC,159 Minute(s),252603,4 Day(s),2416,2.11
3982,Harvey-Conroy,7 Minute(s),120995,7 Day(s),489,4.09
3983,Mitchell LLC,1179 Minute(s),93740,2 Day(s),2277,2.71
3984,"Hamill, Rowe and Hackett",975 Minute(s),123570,4 Day(s),1691,4.24
3985,"Bode, D'Amore and Heidenreich",216 Minute(s),171464,6 Day(s),1301,4.23
3986,"Paucek, Doyle and O'Keefe",163 Minute(s),107579,5 Day(s),379,4.42
3987,"Borer, Langworth and Schamberger",212 Minute(s),182743,6 Day(s),1153,4.24
3988,"Gislason, Jakubowski and Frami",186 Minute(s),155763,6 Day(s),1424,4.52
3989,Douglas Group,26 Minute(s),249586,7 Day(s),163,4.56
3990,"Kunde, Beahan and Frami",373 Minute(s),160963,5 Day(s),771,4.69
3991,"Padberg, Hessel and O'Conner",132 Minute(s),285312,3 Day(s),443,3.02
3992,Aufderhar Group,1368 Minute(s),118473,4 Day(s),2982,3.18
3993,"Little, Abernathy and Kulas",82 Minute(s),118505,7 Day(s),387,3.4
3994,Schulist-Stiedemann,340 Minute(s),151209,4 Day(s),1203,4.05
3995,Lowe Inc,235 Minute(s),192668,7 Day(s),1298,4.01
3996,Bradtke-Rodriguez,449 Minute(s),201057,5 Day(s),1341,4.37
3997,Langworth-Kovacek,306 Minute(s),174352,5 Day(s),1307,4.54
3998,"Larson, Lemke and Romaguera",42 Minute(s),119920,4 Day(s),530,4.99
3999,"Kohler, Daugherty and Predovic",1146 Minute(s),76536,3 Day(s),2528,3.29
4000,"Ledner, Emmerich and Toy",9 Minute(s),192096,5 Day(s),440,4.63
4001,"Zulauf, Corkery and Hilpert",48 Minute(s),287172,7 Day(s),136,4.24
4002,"Erdman, Lubowitz and Hoeger",274 Minute(s),171048,3 Day(s),1287,4.37
4003,"Powlowski, Heaney and Stokes",465 Minute(s),151654,3 Day(s),1268,4.67
4004,"Kutch, Bayer and Schimmel",1278 Minute(s),90550,5 Day(s),2088,4.07
4005,O'Hara LLC,97 Minute(s),223878,7 Day(s),616,4.11
4006,Stokes Group,1271 Minute(s),71292,3 Day(s),2271,2.43
4007,"Langworth, Heaney and Boyer",96 Minute(s),96086,6 Day(s),172,3.91
4008,Hyatt Group,1394 Minute(s),93931,4 Day(s),1724,2.79
4009,"Steuber, Morar and Lueilwitz",38 Minute(s),80927,6 Day(s),15,4.66
4010,Kohler-Thompson,274 Minute(s),216658,5 Day(s),1349,4.46
4011,Kuhlman-Farrell,42 Minute(s),70949,6 Day(s),99,4.85
4012,Torp-Collier,828 Minute(s),75649,4 Day(s),1596,3.26
4013,Nader-Hilll,276 Minute(s),161112,7 Day(s),1018,4.27
4014,Bahringer-Pollich,497 Minute(s),204131,5 Day(s),969,3.57
4015,Bednar LLC,296 Minute(s),191315,5 Day(s),1111,3.39
4016,Jerde-Balistreri,50 Minute(s),210025,7 Day(s),314,4.98
4017,"Shields, Spinka and Quigley",1359 Minute(s),61455,3 Day(s),1626,3.38
4018,"Howe, Goyette and Doyle",1129 Minute(s),45056,4 Day(s),1869,3.71
4019,Schultz-Streich,132 Minute(s),156748,7 Day(s),1159,3.86
4020,Pfeffer Group,56 Minute(s),119891,5 Day(s),418,4.75
4021,"Upton, Legros and Volkman",788 Minute(s),94534,4 Day(s),2677,2.6
4022,O'Conner-Littel,135 Minute(s),157396,4 Day(s),64,4.09
4023,"Ratke, Windler and Stamm",459 Minute(s),60005,5 Day(s),1363,4.15
4024,"Waelchi, Cremin and Mueller",211 Minute(s),133758,5 Day(s),997,3.72
4025,"McKenzie, Nicolas and Abshire",220 Minute(s),102028,5 Day(s),438,4.61
4026,"Stamm, Corkery and Bernhard",1416 Minute(s),106492,5 Day(s),2998,3.25
4027,O'Kon and Sons,241 Minute(s),211275,7 Day(s),477,4.15
4028,"D'Amore, Langworth and Howe",382 Minute(s),154583,6 Day(s),1256,4.4
4029,Orn-Hartmann,1093 Minute(s),67781,5 Day(s),1674,3.58
4030,Windler Group,61 Minute(s),201094,6 Day(s),165,3.39
4031,Gerlach-Kling,82 Minute(s),96823,6 Day(s),631,4.96
4032,Stiedemann LLC,40 Minute(s),233876,7 Day(s),79,3.74
4033,Dach LLC,213 Minute(s),197900,5 Day(s),1176,4.29
4034,Jenkins and Sons,1047 Minute(s),108234,3 Day(s),2033,3.77
4035,Mills Inc,2 Minute(s),244492,4 Day(s),694,4.52
4036,Connelly Group,951 Minute(s),69834,3 Day(s),2058,3.22
4037,Champlin LLC,438 Minute(s),234754,4 Day(s),1164,4.55
4038,"Nader, Prohaska and Purdy",725 Minute(s),107287,4 Day(s),2363,3.2
4039,Herman Group,51 Minute(s),80595,6 Day(s),451,4.96
4040,Kertzmann Inc,400 Minute(s),162173,6 Day(s),1255,3.82
4041,Schowalter-Wisozk,965 Minute(s),58841,4 Day(s),1888,3.34
4042,"Weimann, Willms and Hahn",370 Minute(s),228430,5 Day(s),1040,4.9
4043,"Pollich, Jenkins and Hyatt",1380 Minute(s),41857,4 Day(s),2014,3.09
4044,Raynor-Hamill,15 Minute(s),238973,7 Day(s),225,3.96
4045,Dibbert-Maggio,78 Minute(s),241065,3 Day(s),2360,2.89
4046,Oberbrunner-Collins,286 Minute(s),207954,7 Day(s),1227,3.85
4047,Gislason Inc,1158 Minute(s),107573,5 Day(s),2351,2.41
4048,Rempel-Brekke,240 Minute(s),173028,7 Day(s),1288,3.22
4049,"Ernser, Howe and Dickens",297 Minute(s),191246,6 Day(s),1165,3.21
4050,"Toy, Quitzon and Bins",286 Minute(s),226107,6 Day(s),1261,3.29
4051,Rosenbaum Inc,802 Minute(s),125745,3 Day(s),2575,2.31
4052,Koepp Inc,262 Minute(s),213267,3 Day(s),1331,4.47
4053,Weimann-Dicki,67 Minute(s),251407,3 Day(s),2565,2.96
4054,"Blick, Gleason and Powlowski",48 Minute(s),135741,5 Day(s),1257,4.85
4055,Kuhn Group,461 Minute(s),130472,4 Day(s),1092,4.25
4056,Skiles and Sons,921 Minute(s),91884,4 Day(s),1725,3.12
4057,Braun-Russel,678 Minute(s),90548,6 Day(s),1610,3.46
4058,Kerluke-Hartmann,136 Minute(s),175734,5 Day(s),645,4.76
4059,Homenick Inc,134 Minute(s),91917,5 Day(s),700,4.44
4060,Corwin-Dietrich,975 Minute(s),32428,4 Day(s),1770,4.16
4061,"Little, Schimmel and Wilkinson",390 Minute(s),186337,5 Day(s),1104,4.6
4062,Boyle-Robel,600 Minute(s),52910,4 Day(s),1611,4.08
4063,Reilly and Sons,1269 Minute(s),91505,5 Day(s),1969,2.78
4064,"Smith, Altenwerth and Hoppe",455 Minute(s),187230,6 Day(s),914,4.65
4065,Blick-Leuschke,1063 Minute(s),46570,5 Day(s),1598,2.95
4066,Von LLC,1239 Minute(s),93123,2 Day(s),2793,2.27
4067,"Conroy, Moore and Zulauf",166 Minute(s),85707,6 Day(s),424,4.24
4068,Hoeger and Sons,1412 Minute(s),64873,5 Day(s),2417,3.89
4069,Rutherford Inc,627 Minute(s),54529,3 Day(s),1809,2.92
4070,Jacobson Inc,152 Minute(s),202403,5 Day(s),1229,4.07
4071,Harber LLC,203 Minute(s),219786,4 Day(s),1032,3.96
4072,Collins-Bernier,145 Minute(s),178885,7 Day(s),1301,4.47
4073,Kertzmann and Sons,436 Minute(s),214276,5 Day(s),1272,4.24
4074,"Schmeler, Schinner and Marvin",397 Minute(s),104980,7 Day(s),36,4.86
4075,"McKenzie, Rogahn and Durgan",1182 Minute(s),42511,2 Day(s),2516,2.93
4076,Flatley Group,775 Minute(s),115114,6 Day(s),1794,4.45
4077,King-Wiegand,325 Minute(s),232394,4 Day(s),419,3.33
4078,Goyette-Jaskolski,376 Minute(s),134855,5 Day(s),989,4.0
4079,"Brekke, Streich and Schneider",1173 Minute(s),50539,5 Day(s),1876,3.39
4080,Ledner and Sons,541 Minute(s),159813,5 Day(s),1226,3.85
4081,Greenfelder Inc,1035 Minute(s),83346,2 Day(s),2777,3.29
4082,O'Reilly LLC,102 Minute(s),265783,7 Day(s),3,3.68
4083,"Hirthe, Wisozk and McDermott",1003 Minute(s),64499,4 Day(s),1645,3.32
4084,Legros-Larkin,352 Minute(s),134991,5 Day(s),1102,4.58
4085,"Roob, Leannon and Greenholt",609 Minute(s),120803,5 Day(s),1880,4.44
4086,Doyle LLC,557 Minute(s),130338,6 Day(s),1582,4.21
4087,Wehner-Wunsch,118 Minute(s),251082,7 Day(s),571,4.59
4088,"Abernathy, Wisoky and Graham",234 Minute(s),205704,5 Day(s),1244,3.36
4089,Stehr Inc,733 Minute(s),57122,2 Day(s),2410,3.2
4090,Kautzer LLC,772 Minute(s),116952,5 Day(s),2566,3.31
4091,Turcotte Group,467 Minute(s),154503,5 Day(s),1036,3.99
4092,Kertzmann-Towne,1247 Minute(s),68954,2 Day(s),1816,3.36
4093,"Batz, Spencer and Bednar",71 Minute(s),92854,5 Day(s),652,4.46
4094,"Ziemann, Reinger and Ratke",170 Minute(s),212943,5 Day(s),355,4.29
4095,"Balistreri, Brakus and Franecki",403 Minute(s),154691,5 Day(s),1110,4.31
4096,Auer Group,28 Minute(s),108739,4 Day(s),720,4.15
4097,Crist LLC,1289 Minute(s),101107,4 Day(s),2615,3.55
4098,"Mosciski, White and Koepp",198 Minute(s),101869,7 Day(s),728,3.79
4099,Schmitt-Daugherty,200 Minute(s),113295,5 Day(s),550,3.72
4100,Schowalter Inc,439 Minute(s),177426,4 Day(s),574,4.41
4101,"Herzog, Keeling and Gibson",785 Minute(s),78817,4 Day(s),2982,2.45
4102,Howell LLC,216 Minute(s),148719,3 Day(s),1103,4.38
4103,Kassulke-Prosacco,1105 Minute(s),32171,5 Day(s),2251,3.69
4104,Lakin Inc,71 Minute(s),289911,3 Day(s),2120,2.13
4105,Wyman-Grant,822 Minute(s),98835,4 Day(s),2023,3.27
4106,"Kovacek, Stracke and Ryan",12 Minute(s),130391,6 Day(s),536,4.33
4107,Johns-Homenick,65 Minute(s),220896,6 Day(s),444,4.31
4108,Hayes and Sons,668 Minute(s),110525,6 Day(s),2161,4.39
4109,King-Stiedemann,550 Minute(s),216443,6 Day(s),1365,4.16
4110,"Dare, Kozey and Kassulke",11 Minute(s),111321,6 Day(s),595,3.68
4111,"Hintz, Pfeffer and Beer",12 Minute(s),232594,5 Day(s),89,4.25
4112,Balistreri-Lindgren,405 Minute(s),70207,4 Day(s),1360,4.56
4113,Stehr and Sons,157 Minute(s),211751,6 Day(s),57,3.81
4114,"Crooks, Ernser and Roob",258 Minute(s),207960,3 Day(s),1078,4.12
4115,Wiegand Group,78 Minute(s),218132,4 Day(s),454,4.17
4116,West-Koch,175 Minute(s),107846,5 Day(s),312,3.62
4117,"Walter, Mills and Heaney",921 Minute(s),46608,4 Day(s),2204,4.09
4118,Barton LLC,778 Minute(s),99353,3 Day(s),1962,2.99
4119,Donnelly Inc,122 Minute(s),207261,5 Day(s),106,4.86
4120,Stroman Inc,323 Minute(s),132702,5 Day(s),1333,4.57
4121,Blick-Gerhold,191 Minute(s),253117,4 Day(s),274,2.96
4122,Sawayn LLC,445 Minute(s),195102,4 Day(s),1206,4.57
4123,Hegmann Group,102 Minute(s),79242,7 Day(s),197,3.58
4124,Konopelski Inc,420 Minute(s),216665,6 Day(s),1183,4.1
4125,Crooks LLC,264 Minute(s),155452,6 Day(s),1043,4.02
4126,Cartwright-Von,37 Minute(s),231030,5 Day(s),716,3.53
4127,"Kris, Gerhold and Windler",163 Minute(s),293394,4 Day(s),576,2.46
4128,Johnson Inc,72 Minute(s),143350,4 Day(s),19,3.35
4129,"Collins, Fahey and Nitzsche",59 Minute(s),186368,7 Day(s),233,3.74
4130,Keeling-Farrell,221 Minute(s),136422,5 Day(s),1248,4.47
4131,Wolff-Breitenberg,474 Minute(s),160142,6 Day(s),1134,3.42
4132,Wilderman-Gerlach,193 Minute(s),91676,4 Day(s),1207,4.43
4133,Heaney-Bayer,191 Minute(s),252550,4 Day(s),199,2.58
4134,Wilderman-Romaguera,19 Minute(s),81077,6 Day(s),695,3.89
4135,Reynolds-Daugherty,240 Minute(s),244430,5 Day(s),806,3.29
4136,"Walker, Zemlak and McGlynn",130 Minute(s),271057,6 Day(s),659,3.95
4137,Crona and Sons,14 Minute(s),206933,6 Day(s),357,4.23
4138,"Hartmann, Hauck and Ryan",105 Minute(s),226820,3 Day(s),379,2.52
4139,Stamm-Swift,1272 Minute(s),86865,5 Day(s),1541,4.29
4140,Langosh-Sipes,107 Minute(s),181021,6 Day(s),263,4.1
4141,"Runolfsdottir, Morar and Hilll",622 Minute(s),127723,4 Day(s),1739,3.46
4142,"Moen, Kutch and Funk",100 Minute(s),198159,6 Day(s),197,4.49
4143,"Grant, Casper and Stanton",1246 Minute(s),58353,5 Day(s),2249,3.52
4144,Smitham-Thiel,97 Minute(s),128362,6 Day(s),412,4.69
4145,"Hudson, Herzog and Schmitt",820 Minute(s),59874,3 Day(s),1659,3.41
4146,Wiza Group,536 Minute(s),59106,3 Day(s),2082,3.56
4147,Wehner LLC,171 Minute(s),103605,6 Day(s),696,4.08
4148,Hodkiewicz-Schultz,53 Minute(s),210551,5 Day(s),429,4.75
4149,Hilpert-Waelchi,186 Minute(s),130907,4 Day(s),1154,4.51
4150,Reilly-Koelpin,409 Minute(s),153279,3 Day(s),1027,4.29
4151,Casper LLC,65 Minute(s),224745,4 Day(s),494,2.65
4152,"Rosenbaum, Lakin and Brekke",917 Minute(s),63200,4 Day(s),1825,3.62
4153,"McDermott, Sawayn and Kuvalis",1032 Minute(s),57310,3 Day(s),2034,3.03
4154,Jaskolski-White,877 Minute(s),35374,4 Day(s),1536,3.35
4155,"Stracke, Gusikowski and Turner",194 Minute(s),201038,4 Day(s),354,3.55
4156,"Dibbert, Kuvalis and Kozey",198 Minute(s),121980,7 Day(s),198,4.45
4157,Kunze-Satterfield,1012 Minute(s),121377,4 Day(s),2118,4.2
4158,Blick-Stehr,149 Minute(s),180618,6 Day(s),1124,4.53
4159,"Bernier, Schuppe and Dickinson",160 Minute(s),80252,6 Day(s),699,3.76
4160,"Mante, Ruecker and O'Kon",667 Minute(s),68234,3 Day(s),2079,4.45
4161,Ebert and Sons,54 Minute(s),278123,3 Day(s),65,2.31
4162,Rath-Lind,1153 Minute(s),50702,3 Day(s),2016,4.35
4163,Fisher and Sons,624 Minute(s),61634,2 Day(s),2060,3.09
4164,Halvorson-Dietrich,148 Minute(s),105827,7 Day(s),454,4.88
4165,Johnston and Sons,339 Minute(s),202868,4 Day(s),1279,3.99
4166,Friesen-Weissnat,7 Minute(s),120638,6 Day(s),177,4.24
4167,Cummings-Bruen,54 Minute(s),235321,7 Day(s),349,4.75
4168,"Cronin, Thompson and Stiedemann",117 Minute(s),282063,6 Day(s),523,4.03
4169,Reinger-Jakubowski,216 Minute(s),211041,5 Day(s),1396,3.73
4170,Schinner LLC,1057 Minute(s),54720,4 Day(s),1592,3.06
4171,"Hammes, Gusikowski and Pfannerstill",1355 Minute(s),56192,4 Day(s),2082,2.86
4172,"Lemke, Hoppe and Halvorson",338 Minute(s),225790,5 Day(s),338,3.44
4173,Pagac and Sons,763 Minute(s),52259,3 Day(s),1906,4.19
4174,"Jenkins, Bergnaum and Schmeler",696 Minute(s),65328,2 Day(s),1827,3.34
4175,Raynor-Kihn,295 Minute(s),125589,6 Day(s),1410,4.83
4176,Ruecker-Kunde,452 Minute(s),196156,5 Day(s),1331,4.58
4177,"Goyette, Bahringer and Pagac",406 Minute(s),206991,6 Day(s),1101,4.88
4178,Collier Group,177 Minute(s),110285,6 Day(s),375,4.51
4179,"Kihn, Walter and Ratke",56 Minute(s),147064,6 Day(s),749,3.77
4180,Okuneva-Sauer,169 Minute(s),237624,5 Day(s),78,3.56
4181,"Gerlach, Keeling and Stamm",337 Minute(s),103825,4 Day(s),1134,4.23
4182,"Hane, Dooley and D'Amore",134 Minute(s),277711,7 Day(s),316,4.91
4183,Deckow-Klein,175 Minute(s),258106,7 Day(s),379,4.55
4184,"Kuhlman, Paucek and Satterfield",31 Minute(s),59456,5 Day(s),177,3.36
4185,"O'Reilly, Kuphal and Schinner",1036 Minute(s),70686,3 Day(s),2442,2.56
4186,Flatley-Lockman,121 Minute(s),201773,6 Day(s),36,4.69
4187,Waelchi LLC,337 Minute(s),135957,4 Day(s),1125,4.58
4188,"Fadel, Blick and Klein",145 Minute(s),104044,5 Day(s),346,4.1
4189,Sawayn-Gutkowski,1377 Minute(s),77984,2 Day(s),2880,3.46
4190,Champlin-Brekke,46 Minute(s),216458,7 Day(s),17,4.1
4191,Pouros-Goyette,748 Minute(s),52129,5 Day(s),2152,3.6
4192,Romaguera-Steuber,1296 Minute(s),33641,5 Day(s),2436,3.68
4193,Boyle and Sons,96 Minute(s),246649,3 Day(s),2889,3.07
4194,"Kertzmann, Cummerata and Herman",133 Minute(s),89099,7 Day(s),153,4.51
4195,"Kohler, Hills and Sipes",189 Minute(s),211552,6 Day(s),1232,3.57
4196,"Koepp, Langosh and Rohan",206 Minute(s),100622,6 Day(s),524,4.03
4197,"Beatty, Hodkiewicz and Konopelski",1349 Minute(s),33590,4 Day(s),2018,2.86
4198,Marvin Inc,372 Minute(s),179398,6 Day(s),1140,4.56
4199,Ankunding LLC,796 Minute(s),93856,5 Day(s),2892,2.5
4200,Mertz Inc,658 Minute(s),125793,2 Day(s),2654,3.13
4201,"Mante, Kshlerin and Gottlieb",368 Minute(s),120597,6 Day(s),1040,4.33
4202,Williamson LLC,958 Minute(s),38796,3 Day(s),1964,2.92
4203,"Fritsch, Daugherty and Yundt",759 Minute(s),72972,2 Day(s),2485,3.13
4204,"Conn, Runolfsson and Cruickshank",743 Minute(s),108750,3 Day(s),2288,2.61
4205,Denesik-VonRueden,1000 Minute(s),87100,4 Day(s),2488,3.44
4206,Grady-Beer,1411 Minute(s),80840,4 Day(s),2085,4.43
4207,"Olson, Kling and Hyatt",1221 Minute(s),89589,4 Day(s),1979,3.31
4208,Monahan and Sons,305 Minute(s),165579,5 Day(s),1268,3.46
4209,"Carroll, Bruen and Denesik",399 Minute(s),236181,7 Day(s),705,3.39
4210,"Wilderman, Stamm and Bode",492 Minute(s),205803,5 Day(s),1329,3.61
4211,"Morissette, Runolfsdottir and Gleason",523 Minute(s),165940,4 Day(s),1117,3.92
4212,"Baumbach, Cremin and Emmerich",22 Minute(s),198931,4 Day(s),684,4.3
4213,Bergnaum and Sons,45 Minute(s),286528,4 Day(s),2493,3.07
4214,"Batz, Graham and Bergstrom",237 Minute(s),222739,4 Day(s),1239,3.95
4215,"Pfannerstill, Marvin and Kerluke",1041 Minute(s),33262,3 Day(s),1891,3.25
4216,"Sipes, Reilly and Leuschke",765 Minute(s),61436,3 Day(s),1958,2.99
4217,"Zieme, Towne and Rolfson",39 Minute(s),104270,6 Day(s),199,4.31
4218,Douglas Group,176 Minute(s),208756,6 Day(s),1288,3.67
4219,Conroy Group,160 Minute(s),225994,3 Day(s),301,2.56
4220,"Kovacek, McCullough and Kovacek",350 Minute(s),231548,7 Day(s),596,4.72
4221,Kuhlman Inc,225 Minute(s),186242,5 Day(s),1070,4.09
4222,"Brakus, Bradtke and Herman",514 Minute(s),200913,5 Day(s),1241,3.17
4223,Crist-Boyle,731 Minute(s),68994,4 Day(s),1721,3.32
4224,"Stroman, Windler and Jacobs",1213 Minute(s),70055,4 Day(s),1863,3.06
4225,Boyer LLC,33 Minute(s),153436,6 Day(s),495,3.95
4226,Greenfelder Inc,1213 Minute(s),97580,4 Day(s),2679,2.76
4227,"Kiehn, Dietrich and Hackett",179 Minute(s),84379,6 Day(s),242,4.42
4228,Emmerich-Collins,913 Minute(s),56181,5 Day(s),1639,2.79
4229,Orn Inc,28 Minute(s),239550,3 Day(s),144,2.31
4230,"Gusikowski, Gottlieb and Bogisich",198 Minute(s),287599,4 Day(s),416,2.57
4231,Keeling-Stanton,3 Minute(s),79212,5 Day(s),190,4.2
4232,Gulgowski and Sons,589 Minute(s),31165,3 Day(s),1666,3.92
4233,Murray-Schmeler,1210 Minute(s),98724,5 Day(s),1896,2.79
4234,"Shields, Schmeler and Moore",147 Minute(s),85283,6 Day(s),685,4.83
4235,Brown-Kunze,955 Minute(s),59092,3 Day(s),1812,2.73
4236,"Leuschke, Gislason and Dibbert",434 Minute(s),237876,5 Day(s),1137,4.85
4237,Boehm LLC,79 Minute(s),173574,5 Day(s),184,3.88
4238,Grimes LLC,331 Minute(s),216278,5 Day(s),1354,3.99
4239,Mante-Cronin,163 Minute(s),193122,7 Day(s),1345,3.2
4240,Bayer-Hudson,54 Minute(s),223877,4 Day(s),503,3.64
4241,Reynolds Group,1343 Minute(s),80394,6 Day(s),2195,4.09
4242,Kozey Inc,131 Minute(s),84539,7 Day(s),157,3.83
4243,"Bogisich, Rutherford and Leuschke",1210 Minute(s),53910,3 Day(s),1558,3.62
4244,"Medhurst, Krajcik and Wintheiser",892 Minute(s),116668,4 Day(s),1891,3.86
4245,Bayer-Williamson,193 Minute(s),113213,6 Day(s),582,4.19
4246,Feeney Inc,49 Minute(s),104330,4 Day(s),772,4.88
4247,Buckridge Inc,354 Minute(s),175805,6 Day(s),1526,3.95
4248,Beer Group,1095 Minute(s),128967,5 Day(s),2552,2.96
4249,"Predovic, Reichert and Toy",452 Minute(s),224371,7 Day(s),347,4.77
4250,Little-Toy,676 Minute(s),119759,3 Day(s),1937,3.71
